current_x,current_y,current_z,yaw
-2.6913905143737793,0.19277521967887878,3.0035207271575928,-1.0603471994400024
-2.6916730403900146,0.1935800462961197,3.0033090114593506,0.3631080687046051
-2.691957473754883,0.19405603408813477,2.9989371299743652,1.676642894744873
-2.6920337677001953,0.19403432309627533,2.9827375411987305,1.676642894744873
-2.691967248916626,0.1934615671634674,2.950110673904419,3.9263808727264404
-2.6916775703430176,0.19227200746536255,2.911128282546997,4.489271640777588
-2.6912782192230225,0.18983355164527893,2.867685556411743,4.577192306518555
-2.6907553672790527,0.18626241385936737,2.822913646697998,5.595454692840576
-2.690579414367676,0.18240158259868622,2.7785229682922363,5.079082012176514
-2.690652847290039,0.17751362919807434,2.735093355178833,5.627003192901611
-2.690828323364258,0.17238660156726837,2.6925289630889893,5.254118919372559
-2.691211462020874,0.16683918237686157,2.6474416255950928,5.979981899261475
-2.691263198852539,0.16145911812782288,2.6073098182678223,6.428208351135254
-2.69098162651062,0.15612445771694183,2.568289041519165,6.317850589752197
-2.6904120445251465,0.15061639249324799,2.53019380569458,6.299745559692383
-2.6896347999572754,0.1451960951089859,2.493588447570801,6.152608871459961
-2.6883277893066406,0.13944731652736664,2.4582972526550293,6.260919094085693
-2.6870336532592773,0.13389207422733307,2.4238617420196533,6.843141078948975
-2.6855969429016113,0.12727653980255127,2.3869869709014893,6.841349124908447
-2.684499502182007,0.12133122980594635,2.3547072410583496,5.948616981506348
-2.683608293533325,0.11528392136096954,2.323862314224243,6.9892988204956055
-2.683314561843872,0.109271340072155,2.2936720848083496,6.64656400680542
-2.683669328689575,0.10338719189167023,2.263805389404297,6.4615864753723145
-2.6842591762542725,0.09794005751609802,2.234591245651245,7.450781345367432
-2.685023307800293,0.09269172698259354,2.2057011127471924,7.493183135986328
-2.686516761779785,0.08735023438930511,2.1742119789123535,7.114524841308594
-2.6877098083496094,0.0828966423869133,2.145808696746826,7.35225248336792
-2.688687562942505,0.07858407497406006,2.1173086166381836,7.114743709564209
-2.6899056434631348,0.07481241971254349,2.089144706726074,7.699540615081787
-2.6906378269195557,0.07096173614263535,2.0610923767089844,7.678526401519775
-2.6911489963531494,0.06734371185302734,2.033242702484131,7.796774387359619
-2.6915926933288574,0.06321155279874802,2.0029308795928955,7.953486919403076
-2.6916258335113525,0.05948331579566002,1.9759163856506348,8.199836730957031
-2.6912729740142822,0.05551423504948616,1.949218988418579,7.5461201667785645
-2.6906490325927734,0.05174478143453598,1.922947883605957,8.227801322937012
-2.6898677349090576,0.04811776056885719,1.8969321250915527,8.7906494140625
-2.6886796951293945,0.044732529670000076,1.8713425397872925,9.153154373168945
-2.6870853900909424,0.04157588258385658,1.8462096452713013,9.213338851928711
-2.6850152015686035,0.03867964819073677,1.8188745975494385,9.325758934020996
-2.6827778816223145,0.03635520115494728,1.7940561771392822,9.430732727050781
-2.6803464889526367,0.0342700257897377,1.7692912817001343,9.756607055664062
-2.677746057510376,0.03259926661849022,1.7445087432861328,10.028093338012695
-2.6750338077545166,0.031215915456414223,1.719914197921753,10.342450141906738
-2.671994924545288,0.030123848468065262,1.6952162981033325,9.963891983032227
-2.66849422454834,0.02880220301449299,1.6678667068481445,10.62984561920166
-2.66505765914917,0.027495600283145905,1.643276572227478,10.404370307922363
-2.6611428260803223,0.02675584889948368,1.6187539100646973,10.607937812805176
-2.6569910049438477,0.025661246851086617,1.5944980382919312,10.920392990112305
-2.652937889099121,0.02449796162545681,1.5707587003707886,10.838508605957031
-2.6489510536193848,0.02341330237686634,1.5473562479019165,10.950211524963379
-2.64463210105896,0.021884597837924957,1.5220742225646973,10.57994270324707
-2.6417396068573,0.020675521343946457,1.501847505569458,10.965368270874023
-2.6386492252349854,0.018959570676088333,1.4776756763458252,10.93622875213623
-2.6363656520843506,0.0174600537866354,1.4563013315200806,10.93912124633789
-2.6349613666534424,0.015926005318760872,1.435286045074463,10.98729419708252
-2.6342930793762207,0.01424806285649538,1.4146475791931152,11.303452491760254
-2.6342787742614746,0.012650714255869389,1.3946019411087036,11.268864631652832
-2.6349432468414307,0.011273184791207314,1.3749891519546509,11.319375991821289
-2.636094331741333,0.01001713052392006,1.3534966707229614,11.225565910339355
-2.637270212173462,0.00903940200805664,1.3341341018676758,11.575790405273438
-2.6387875080108643,0.008495356887578964,1.3152437210083008,11.45617389678955
-2.6401679515838623,0.007952459156513214,1.2966537475585938,11.571432113647461
-2.6418440341949463,0.007370794657617807,1.2784578800201416,11.64237117767334
-2.643669843673706,0.006998402066528797,1.2603150606155396,11.633344650268555
-2.6456820964813232,0.006708304863423109,1.2402153015136719,11.72254467010498
-2.6475491523742676,0.006187037564814091,1.2222539186477661,11.811982154846191
-2.6492204666137695,0.0058883074671030045,1.2045665979385376,11.861368179321289
-2.6509687900543213,0.005840211175382137,1.187161922454834,11.834182739257812
-2.652386426925659,0.005521849729120731,1.1699728965759277,11.851676940917969
-2.653324604034424,0.005259356461465359,1.152898907661438,11.900465965270996
-2.6539082527160645,0.005323727615177631,1.1362559795379639,11.896683692932129
-2.6539318561553955,0.005426591262221336,1.1199171543121338,11.695860862731934
-2.653419256210327,0.005750791635364294,1.1021324396133423,11.652205467224121
-2.6525259017944336,0.006214181426912546,1.08621084690094,11.769274711608887
-2.6514062881469727,0.006883446127176285,1.0702372789382935,11.683436393737793
-2.6501240730285645,0.007728570606559515,1.054591178894043,11.723361015319824
-2.6486685276031494,0.008624378591775894,1.0391649007797241,11.755507469177246
-2.6472206115722656,0.009664136916399002,1.0223594903945923,11.760972023010254
-2.646225929260254,0.010524378158152103,1.0074061155319214,11.701971054077148
-2.645644187927246,0.01096622459590435,0.9924293160438538,11.572854042053223
-2.6454274654388428,0.011097818613052368,0.9775984287261963,11.590893745422363
-2.6455078125,0.01120536495000124,0.9630069732666016,11.565531730651855
-2.6454617977142334,0.011280210688710213,0.9485939145088196,11.435284614562988
